Date,Time,Station,SamplingMethod,Depth,Lab,OrigTaxon,Taxon,Kingdom,Phylum,Class,AlgalGroup,DiatomSoftbody,Genus,Species,Units_per_mL,Cells_per_mL,Biovolume_per_mL,PhytoForm,QualityCheck,Debris
2014-10-07T00:00:00Z,03:02,LIB,Dippole bottle grab,NA,BSA,NA,Aphanizomenon cf. klebahnii,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Aphanizomenon,klebahnii,22.52,382.87,23052.98,f,MucilaginousDetritus,high
2014-10-07T00:00:00Z,03:02,LIB,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,9413.98,8867971.37,1950953.7,c,MucilaginousDetritus,high
2014-10-07T00:00:00Z,03:02,LIB,Dippole bottle grab,NA,BSA,NA,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Chroococcus,minimus,22.52,45.04,79.6,c,MucilaginousDetritus,high
2014-10-07T00:00:00Z,03:02,LIB,Dippole bottle grab,NA,BSA,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,67.56,337.82,17217.1,c,MucilaginousDetritus,high
2014-10-07T00:00:00Z,04:33,RVB,Dippole bottle grab,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,2047.41,20474.08,3277806.69,i,MucilaginousDetritus,high
2014-10-07T00:00:00Z,04:33,RVB,Dippole bottle grab,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,204.74,204.74,38960.33,i,Obscured MucilaginousDetritus,high
2014-10-07T00:00:00Z,04:33,RVB,Dippole bottle grab,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,2866.37,40129.2,1064299.63,i,MucilaginousDetritus,high
2014-10-07T00:00:00Z,04:33,RVB,Dippole bottle grab,NA,BSA,NA,Cryptomonas ovata,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Cryptomonas,ovata,204.74,204.74,98035.32,i,MucilaginousDetritus,high
2014-10-07T00:00:00Z,04:33,RVB,Dippole bottle grab,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,204.74,204.74,32580.6,i,MucilaginousDetritus,high
2014-10-07T00:00:00Z,04:33,RVB,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,83124.77,79301028.64,17446226.3,c,MucilaginousDetritus,high
2014-10-07T00:00:00Z,04:33,RVB,Dippole bottle grab,NA,BSA,NA,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Chroococcus,minimus,409.48,3275.85,11764.77,c,MucilaginousDetritus,high
2014-10-07T00:00:00Z,04:33,RVB,Dippole bottle grab,NA,BSA,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,409.48,818.96,75305.51,c,MucilaginousDetritus,high
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,257.39,514.78,39353.38,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Encyonema sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Encyonema,sp.,128.69,128.69,27317.03,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Navicula,sp.,128.69,128.69,10001.68,i,Fragmented BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,257.39,514.78,20265.74,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,772.17,4632.99,53251.75,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Chrysococcus sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Chrysococcus,sp.,128.69,128.69,11833.72,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Aphanizomenon sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Aphanizomenon,sp.,128.69,7979.04,480431.78,f,BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,52378.55,50440542.06,13522218.9,c,BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,900.86,8107.74,745524.53,c,BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Goniochloris mutica,Chromista,Ochrophyta,Xanthophyceae,Xanthophytes,Soft Body,Goniochloris,mutica,128.69,128.69,15063.59,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-10-07T00:00:00Z,00:43,RCS,Dippole bottle grab,NA,BSA,NA,Aulacoseira granulata,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Aulacoseira,granulata,1621.55,14593.92,5021287,c,MucilaginousDetritus,NA
2014-10-07T00:00:00Z,00:43,RCS,Dippole bottle grab,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,1981.89,21800.8,10958713.84,i,MucilaginousDetritus,NA
2014-10-07T00:00:00Z,00:43,RCS,Dippole bottle grab,NA,BSA,Fragilaria brevistriata,Pseudostaurosira brevistriata,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Pseudostaurosira,brevistriata,1441.38,11531,5629470.91,c,MucilaginousDetritus,NA
2014-10-07T00:00:00Z,00:43,RCS,Dippole bottle grab,NA,BSA,NA,Nitzschia acicularis,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,acicularis,180.17,180.17,49331.07,i,MucilaginousDetritus,NA
2014-10-07T00:00:00Z,00:43,RCS,Dippole bottle grab,NA,BSA,NA,Nitzschia incerta,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,incerta,180.17,180.17,85945.6,i,MucilaginousDetritus,NA
2014-10-07T00:00:00Z,00:43,RCS,Dippole bottle grab,NA,BSA,NA,cf. Oocystis sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Oocystis,sp.,180.17,720.69,28929.23,c,MucilaginousDetritus,NA
2014-10-07T00:00:00Z,00:43,RCS,Dippole bottle grab,NA,BSA,NA,Chrysococcus sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Chrysococcus,sp.,1081.03,6486.19,788125.93,i,MucilaginousDetritus,NA
2014-10-07T00:00:00Z,00:43,RCS,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,81978.22,67632031.05,18130953.62,c,MucilaginousDetritus,NA
2014-10-13T00:00:00Z,02:13,STTD,Dippole bottle grab,NA,BSA,NA,cf. Diploneis sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Diploneis,sp.,100.1,100.1,9284.72,i,Fragmented MucilaginousDetritus,high
2014-10-13T00:00:00Z,02:13,STTD,Dippole bottle grab,NA,BSA,NA,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Navicula,sp.,100.1,100.1,15928.29,i,Obscured MucilaginousDetritus,high
2014-10-13T00:00:00Z,02:13,STTD,Dippole bottle grab,NA,BSA,NA,Nitzschia palea,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,palea,100.1,100.1,17376.98,i,MucilaginousDetritus,high
2014-10-13T00:00:00Z,02:13,STTD,Dippole bottle grab,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,100.1,100.1,119216.75,i,Obscured MucilaginousDetritus,high
2014-10-13T00:00:00Z,02:13,STTD,Dippole bottle grab,NA,BSA,NA,cf. Ulnaria sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,sp.,100.1,100.1,27202.59,i,Fragmented MucilaginousDetritus,high
2014-10-13T00:00:00Z,02:13,STTD,Dippole bottle grab,NA,BSA,cf. Carteria sp.,Tetraselmis sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Tetraselmis,sp.,100.1,100.1,16385.94,i,MucilaginousDetritus,high
2014-10-13T00:00:00Z,02:13,STTD,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,40638.78,72621491.7,15976728.17,c,MucilaginousDetritus,high
2014-10-13T00:00:00Z,02:13,STTD,Dippole bottle grab,NA,BSA,NA,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Chroococcus,minimus,100.1,300.29,1078.44,c,MucilaginousDetritus,high
2014-10-13T00:00:00Z,05:00,LIS,Dippole bottle grab,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,1251.19,6255.97,1572359.08,i,MucilaginousDetritus,high
2014-10-13T00:00:00Z,05:00,LIS,Dippole bottle grab,NA,BSA,NA,Nitzschia acicularis,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,acicularis,250.24,250.24,63034.14,i,Fragmented MucilaginousDetritus,high
2014-10-13T00:00:00Z,05:00,LIS,Dippole bottle grab,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,250.24,250.24,5871.85,i,Obscured MucilaginousDetritus,high
2014-10-13T00:00:00Z,05:00,LIS,Dippole bottle grab,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,1000.96,4003.82,106188.63,i,MucilaginousDetritus,high
2014-11-04T00:00:00Z,01:10,SHR,Dippole bottle grab,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,158.98,953.85,362847.48,i,BrokenDiatoms,moderate
2014-11-04T00:00:00Z,01:10,SHR,Dippole bottle grab,NA,BSA,NA,Cymbella sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cymbella,sp.,52.99,105.98,7138.88,i,Fragmented BrokenDiatoms,moderate
2014-11-04T00:00:00Z,01:10,SHR,Dippole bottle grab,NA,BSA,NA,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Navicula,sp.,26.5,26.5,2457.72,i,Fragmented BrokenDiatoms,moderate
2014-11-04T00:00:00Z,01:10,SHR,Dippole bottle grab,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,185.47,1298.3,164406.67,i,Fragmented BrokenDiatoms,moderate
2014-11-04T00:00:00Z,01:10,SHR,Dippole bottle grab,NA,BSA,NA,cf. Ulnaria sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,sp.,609.4,14016.31,866755.7,i,Fragmented BrokenDiatoms,moderate
2014-11-04T00:00:00Z,01:10,SHR,Dippole bottle grab,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,79.49,238.46,2740.9,i,BrokenDiatoms,moderate
2014-11-04T00:00:00Z,01:10,SHR,Dippole bottle grab,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,26.5,26.5,6164.42,i,BrokenDiatoms,moderate
2014-11-04T00:00:00Z,01:10,SHR,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,10359.88,11520191.98,3088360.1,c,BrokenDiatoms,moderate
2014-10-13T00:00:00Z,05:00,LIS,Dippole bottle grab,NA,BSA,NA,Scenedesmus sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Scenedesmus,sp.,250.24,500.48,3500.19,c,Obscured MucilaginousDetritus,high
2014-10-13T00:00:00Z,05:00,LIS,Dippole bottle grab,NA,BSA,NA,Chrysococcus sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Chrysococcus,sp.,500.48,1000.96,92040.06,i,MucilaginousDetritus,high
2014-10-13T00:00:00Z,05:00,LIS,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,103598.85,119035077.22,31911202.88,c,MucilaginousDetritus,high
2014-10-13T00:00:00Z,05:00,LIS,Dippole bottle grab,NA,BSA,NA,cf. Planktolyngbya sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Planktolyngbya,sp.,250.24,4754.54,11191.4,f,MucilaginousDetritus,high
2014-10-13T00:00:00Z,05:00,LIS,Dippole bottle grab,NA,BSA,NA,Goniochloris mutica,Chromista,Ochrophyta,Xanthophyceae,Xanthophytes,Soft Body,Goniochloris,mutica,250.24,250.24,57039.05,i,MucilaginousDetritus,high
2014-10-22T00:00:00Z,01:18,SHR,Dippole bottle grab,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,75.07,300.29,107515.98,i,MucilaginousDetritus,low
2014-10-22T00:00:00Z,01:18,SHR,Dippole bottle grab,NA,BSA,NA,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Navicula,sp.,18.77,18.77,7910.34,i,MucilaginousDetritus,low
2014-10-22T00:00:00Z,01:18,SHR,Dippole bottle grab,NA,BSA,NA,Nitzschia dissipata,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,dissipata,18.77,18.77,3096.04,i,MucilaginousDetritus,low
2014-10-22T00:00:00Z,01:18,SHR,Dippole bottle grab,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,18.77,18.77,7563.54,i,Fragmented MucilaginousDetritus,low
2014-10-22T00:00:00Z,01:18,SHR,Dippole bottle grab,NA,BSA,NA,cf. Ulnaria sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,sp.,18.77,18.77,580.29,i,Fragmented MucilaginousDetritus,low
2014-10-22T00:00:00Z,01:18,SHR,Dippole bottle grab,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,356.59,6775.21,179691.06,i,MucilaginousDetritus,low
2014-10-22T00:00:00Z,01:18,SHR,Dippole bottle grab,NA,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,112.61,675.64,125919.62,i,MucilaginousDetritus,low
2014-10-22T00:00:00Z,01:18,SHR,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,7188.11,10408381.15,2790303.25,c,MucilaginousDetritus,low
2014-10-23T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Aulacoseira granulata,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Aulacoseira,granulata,2627.51,91962.75,262185138.67,c,MucilaginousDetritus,NA
2014-10-23T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,300.29,1201.15,31856.59,i,MucilaginousDetritus,NA
2014-10-23T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,30779.37,30440795.05,8160639.78,c,MucilaginousDetritus,NA
2014-10-23T00:00:00Z,01:40,STTD,Dippole bottle grab,NA,BSA,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,150.14,600.57,30608.19,c,MucilaginousDetritus,NA
2014-10-23T00:00:00Z,00:54,LIS,Dippole bottle grab,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,245.69,737.07,67169.82,i,MucilaginousDetritus,high
2014-10-23T00:00:00Z,00:54,LIS,Dippole bottle grab,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,245.69,737.07,37564.59,i,MucilaginousDetritus,high
2014-10-23T00:00:00Z,00:54,LIS,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,34150.77,35209440.51,9439029.45,c,MucilaginousDetritus,high
2014-10-27T00:00:00Z,07:26,STTD,Dippole bottle grab,NA,BSA,NA,Aulacoseira granulata,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Aulacoseira,granulata,1201.15,9609.17,31961616.9,c,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,07:26,STTD,Dippole bottle grab,NA,BSA,NA,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,600.57,2402.29,295843.07,i,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,07:26,STTD,Dippole bottle grab,NA,BSA,NA,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Navicula,sp.,150.14,150.14,34338.93,i,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,07:26,STTD,Dippole bottle grab,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,450.43,1351.29,35838.66,i,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,07:26,STTD,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,66213.18,63564650.13,17040560.59,c,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,07:26,STTD,Dippole bottle grab,NA,BSA,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,300.29,900.86,82836.06,c,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,04:10,LIS,Dippole bottle grab,NA,BSA,NA,Aulacoseira granulata,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Aulacoseira,granulata,300.29,900.86,3706764.56,c,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,04:10,LIS,Dippole bottle grab,NA,BSA,NA,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,placentula,100.1,100.1,27051.34,i,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,04:10,LIS,Dippole bottle grab,NA,BSA,NA,Nitzschia cf. sigma,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sigma,100.1,100.1,148541.73,i,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,04:10,LIS,Dippole bottle grab,NA,BSA,NA,Pleurosigma salinarum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Pleurosigma,salinarum,100.1,100.1,137080.8,i,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,04:10,LIS,Dippole bottle grab,NA,BSA,NA,Ulnaria ulna,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,ulna,100.1,100.1,416736.84,i,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,04:10,LIS,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,38837.06,33749401.95,9047618.88,c,MucilaginousDetritus,NA
2014-10-27T00:00:00Z,04:10,LIS,Dippole bottle grab,NA,BSA,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,200.19,600.57,30608.19,c,MucilaginousDetritus,NA
2014-11-05T00:00:00Z,01:10,STTD,Dippole bottle grab,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,720.69,2882.75,58891.64,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-11-05T00:00:00Z,01:10,STTD,Dippole bottle grab,NA,BSA,NA,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Navicula,sp.,180.17,180.17,39519.39,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-11-05T00:00:00Z,01:10,STTD,Dippole bottle grab,NA,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,180.17,180.17,20595.72,i,Fragmented BrokenDiatoms MucilaginousDetritus,moderate
2014-11-05T00:00:00Z,01:10,STTD,Dippole bottle grab,NA,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,540.52,1621.55,43006.39,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-11-05T00:00:00Z,01:10,STTD,Dippole bottle grab,NA,BSA,NA,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,lacustris,180.17,180.17,107515.98,i,BrokenDiatoms MucilaginousDetritus,moderate
2014-11-05T00:00:00Z,01:10,STTD,Dippole bottle grab,NA,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,72609.28,67599239.77,18122162.85,c,BrokenDiatoms MucilaginousDetritus,moderate
2014-11-05T00:00:00Z,01:10,STTD,Dippole bottle grab,NA,BSA,NA,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Chroococcus,minimus,360.34,3963.78,14235.37,c,BrokenDiatoms MucilaginousDetritus,moderate
2014-11-05T00:00:00Z,01:10,STTD,Dippole bottle grab,NA,BSA,NA,Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,540.52,2162.06,198806.54,c,BrokenDiatoms MucilaginousDetritus,moderate
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,NA,Achnanthidium minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Achnanthidium,minutissimum,69.3,69.3,8270.46,i,MucilaginousDetritus,high
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,NA,Achnanthidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Achnanthidium,sp.,277.19,1108.75,166899.38,i,MucilaginousDetritus,high
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,NA,Aulacoseira sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Aulacoseira,sp.,485.08,3395.55,1706104.2,i,MucilaginousDetritus,high
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,NA,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,placentula,415.78,2494.69,603157.6,i,MucilaginousDetritus,high
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,346.48,1732.42,275682.01,i,MucilaginousDetritus,high
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,NA,Cymbella sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cymbella,sp.,138.59,277.19,241305.26,i,Fragmented MucilaginousDetritus,high
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,NA,Diatoma moniliformis,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Diatoma,moniliformis,69.3,69.3,25034.91,i,Degraded MucilaginousDetritus,high
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,Fragilaria brevistriata,Pseudostaurosira brevistriata,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Pseudostaurosira,brevistriata,970.16,13582.19,2360272.96,i,MucilaginousDetritus,high
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,NA,Gomphoneis minuta,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Gomphoneis,minuta,69.3,69.3,409034.5,i,MucilaginousDetritus,high
2014-12-03T00:00:00Z,00:45,SHR,Dippole bottle grab,NA,BSA,NA,Gomphoneis sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Gomphoneis,sp.,69.3,69.3,51620.97,i,Fragmented MucilaginousDetritus,high
