survey,station,latitude,longitude,collection_type,date,time_pst,tidal_stage,depth_m,lab,taxon_original,taxon,kingdom,phylum,class,algal_group,genus,species,organisms_per_ml,cells_per_ml,biovolume_cubic_um_per_ml,gald_um,quality_check,debris
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-08-30,11:25:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,450.4,450.4,64878.9,25.9,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-08-30,11:25:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,225.2,225.2,32439.5,7.4,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-08-30,11:25:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,2702.6,2702.6,389273.6,2.8,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-08-30,11:25:00,high_slack,0,BSA,Pyramimonas sp.,Pyramimonas sp.,Plantae,Chlorophyta,Prasinophyceae,Green Algae,Pyramimonas,sp.,112.6,112.6,16219.7,13,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-08-30,11:25:00,high_slack,0,BSA,Cryptomonas sp.,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,112.6,112.6,16219.7,13,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-08-30,11:25:00,high_slack,0,BSA,cf. Plagioselmis prolonga,cf. Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,1013.5,1013.5,145977.6,7.4,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-08-30,11:25:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,42115.2,84455.6,12164801.4,0.65,good,low
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-08-30,11:58:00,high_slack,0,BSA,Nitzschia sp.,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,300.3,300.3,43252.6,16.7,good,NA
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-08-30,11:58:00,high_slack,0,BSA,Skeletonema cf. potamos,Skeletonema cf. potamos,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Skeletonema,potamos,300.3,300.3,43252.6,9.3,good,NA
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-08-30,11:58:00,high_slack,0,BSA,cf. Thalassiosira sp.,cf. Thalassiosira sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,150.1,150.1,21626.3,3.7,good,NA
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-08-30,11:58:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,4504.3,4504.3,648789.4,2.4,good,NA
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-08-30,11:58:00,high_slack,0,BSA,Plagioselmis cf. prolonga,Teleaulax cf. amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,750.7,750.7,108131.6,7.4,good,NA
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-08-30,11:58:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,54351.9,123718,17820082.5,0.7,good,NA
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-08-30,11:58:00,high_slack,0,BSA,Chroococcus sp.,Chroococcus sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,sp.,300.3,600.6,86505.3,2.4,good,NA
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,Achnanthidium sp.,Achnanthidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,257.4,257.4,37073.7,9.3,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,257.4,257.4,37073.7,16.7,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,Cyclotella sp.,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,257.4,257.4,37073.7,5.6,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,5147.8,5147.8,741473.6,3.7,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,Desmodesmus sp.,Desmodesmus sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Desmodesmus,sp.,128.7,257.4,37073.7,7.4,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,Monoraphidium minutum,Monoraphidium minutum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Monoraphidium,minutum,128.7,128.7,18536.8,7.4,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,cf. Cryptomonas sp.,cf. Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,128.7,128.7,18536.8,13,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,900.9,900.9,129757.9,9.3,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,cf. Plagioselmis prolonga,cf. Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,514.8,514.8,74147.4,5.6,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-08-30,12:11:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,49547.3,101025,14551419.6,0.65,good,low
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Achnanthidium sp.,Achnanthidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,80.4,80.4,11585.5,11.1,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Cyclotella sp.,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,160.9,160.9,23171.1,7.4,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Navicula sp.,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,160.9,160.9,23171.1,10.5,fragmented,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Nitzschia sp.,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,80.4,80.4,11585.5,14.8,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,cf. Skeletonema sp.,cf. Skeletonema sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Skeletonema,sp.,160.9,160.9,23171.1,7.4,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,4584.7,4584.7,660374.9,2.8,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,cf. Ochromonas sp.,cf. Ochromonas sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Ochromonas,sp.,482.6,482.6,69513.2,5.6,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Cryptomonas erosa,Cryptomonas erosa,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,erosa,80.4,80.4,11585.5,16.7,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,160.9,160.9,23171.1,11.1,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,723.9,723.9,104269.7,6.1,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,29680.1,59762.4,8608045.2,0.65,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2017-09-27,10:45:00,high_slack,0,BSA,Merismopedia tenuissima,Merismopedia tenuissima,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Merismopedia,tenuissima,80.4,1286.9,185368.4,0.9,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,Achnanthidium minutissimum,Achnanthidium minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,minutissimum,100.1,100.1,14417.5,7.4,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,Nitzschia sp.,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,200.2,200.2,28835.1,14.8,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,cf. Ulnaria sp.,cf. Ulnaria sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Ulnaria,sp.,100.1,100.1,14417.5,7.4,fragmented,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,300.3,300.3,43252.6,8.7,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,4504.3,4504.3,648789.4,4.3,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,Monoraphidium minutum,Monoraphidium minutum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Monoraphidium,minutum,200.2,200.2,28835.1,8,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,1501.4,1501.4,216263.1,7.4,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,cf. Rhodomonas lacustris,cf. Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,lacustris,300.3,300.3,43252.6,13,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,35533.9,71868.6,10351795.5,0.65,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2017-09-27,11:19:00,high_slack,0,BSA,cf. Pyramimonas sp.,cf. Pyramimonas sp.,Plantae,Chlorophyta,Prasinophyceae,Green Algae,Pyramimonas,sp.,100.1,100.1,14417.5,12.4,good,low
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,Aulacoseira sp.,Aulacoseira sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,sp.,214.5,214.5,30894.7,9.8,fragmented,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,321.7,321.7,46342.1,18.5,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,cf. Cocconeis sp.,cf. Cocconeis sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,107.2,107.2,15447.4,8,fragmented,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,cf. Craticula sp.,cf. Craticula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Craticula,sp.,107.2,107.2,15447.4,15.4,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,3324.6,3324.6,478868.4,2.4,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,cf. Ochromonas sp.,cf. Ochromonas sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Ochromonas,sp.,107.2,107.2,15447.4,8,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,643.5,643.5,92684.2,9.8,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,965.2,965.2,139026.3,5,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,Rhodomonas lacustris,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,lacustris,107.2,107.2,15447.4,11.1,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,42361.8,85903.4,12373340.9,0.65,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,cf. Planktolyngbya sp.,cf. Planktolyngbya sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Planktolyngbya,sp.,107.2,1072.5,154473.7,1.9,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2017-09-27,11:47:00,high_slack,0,BSA,cf. Pedinomonas sp.,cf. Pedinomonas sp.,Plantae,Chlorophyta,Pedinophyceae,Green Algae,Pedinomonas,sp.,107.2,107.2,15447.4,2.8,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,225.2,225.2,32439.5,13,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,Cyclotella sp.,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,112.6,112.6,16219.7,6.1,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,Melosira varians,Melosira varians,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Melosira,varians,225.2,225.2,32439.5,29.6,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,cf. Navicula sp.,cf. Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,225.2,225.2,32439.5,13,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,4391.7,4391.7,632569.7,2.8,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,cf. Cryptomonas sp.,cf. Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,112.6,112.6,16219.7,13,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,337.8,337.8,48659.2,9.3,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,1463.9,1463.9,210856.6,7.4,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,43128.7,86482.5,12456756.7,0.65,good,low
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2017-09-27,12:28:00,high_slack,0,BSA,cf. Rhoicosphenia sp.,cf. Rhoicosphenia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Rhoicosphenia,sp.,112.6,112.6,16219.7,9.3,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2017-09-28,11:27:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,187.7,187.7,27032.9,24.1,good,moderate
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2017-09-28,11:27:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,4598.1,4598.1,662305.9,2.8,good,moderate
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2017-09-28,11:27:00,high_slack,0,BSA,Desmodesmus sp.,Desmodesmus sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Desmodesmus,sp.,93.8,187.7,27032.9,5.6,good,moderate
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2017-09-28,11:27:00,high_slack,0,BSA,cf. Ochromonas sp.,cf. Ochromonas sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Ochromonas,sp.,375.4,375.4,54065.8,9.3,good,moderate
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2017-09-28,11:27:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,281.5,281.5,40549.3,8,good,moderate
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2017-09-28,11:27:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,1407.6,1407.6,202746.7,6.5,good,moderate
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2017-09-28,11:27:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,38192.7,77042.3,11097002.2,0.65,good,moderate
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2017-09-28,12:00:00,high_slack,0,BSA,Achnanthidium minutissimum,Achnanthidium minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,minutissimum,93.8,93.8,13516.4,8.3,good,moderate
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2017-09-28,12:00:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,469.2,469.2,67582.2,20.4,good,moderate
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2017-09-28,12:00:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,93.8,93.8,13516.4,5.6,good,moderate
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2017-09-28,12:00:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,3753.6,3753.6,540657.8,3.7,good,moderate
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2017-09-28,12:00:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,844.6,844.6,121648,9.3,good,moderate
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2017-09-28,12:00:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,1689.1,1689.1,243296,6.5,good,moderate
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2017-09-28,12:00:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,31905.4,64467.8,9285798.4,0.65,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,375.4,375.4,54065.8,17.6,good,low
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,Cocconeis sp.,Cocconeis sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,187.7,187.7,27032.9,12,fragmented,low
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,Navicula sp.,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,187.7,187.7,27032.9,14.8,fragmented,low
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,Nitzschia sp.,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,187.7,187.7,27032.9,16.7,good,low
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,cf. Ulnaria sp.,cf. Ulnaria sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Ulnaria,sp.,187.7,187.7,27032.9,9.3,fragmented,low
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,6568.8,6568.8,946151.2,1.9,good,low
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,cf. Oocystis sp.,cf. Oocystis sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Oocystis,sp.,187.7,187.7,27032.9,5.6,good,low
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,187.7,187.7,27032.9,9.3,good,low
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,3190.5,3190.5,459559.2,6.5,good,low
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2017-09-28,12:35:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,66626.1,135504.3,19517748.1,0.65,good,low
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2017-09-28,13:07:00,high_slack,0,BSA,Achnanthidium minutissimum,Achnanthidium minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,minutissimum,375.4,375.4,54065.8,9.8,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2017-09-28,13:07:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,187.7,187.7,27032.9,16.7,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2017-09-28,13:07:00,high_slack,0,BSA,Cocconeis sp.,Cocconeis sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,187.7,187.7,27032.9,17.6,fragmented,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2017-09-28,13:07:00,high_slack,0,BSA,Craticula sp.,Craticula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Craticula,sp.,187.7,187.7,27032.9,18.5,good,moderate
