Date,Time,Station,Latitude,Longitude,SamplingMethod,SamplingDepth,OrigTaxon,Taxon,Kingdom,Phylum,Class,AlgalGroup,Genus,Species,Lab,Cells_per_mL,Biovolume_per_mL,QualityCheck,CurrentTaxon
2016-06-28T00:00:00Z,16:10:15,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Melosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,BSA,7,82151.58,Good,None
2017-05-02T00:00:00Z,17:11:45,DEC,38.09325203,-121.7371772,Submersible centrifugal pump,1 meter,NA,Trachelomonas sp.,Protozoa,Euglenozoa,Euglenophyceae,Euglenoids,Trachelomonas,sp.,BSA,11,2253.27,Good,None
2019-12-18T00:00:00Z,19:10:30,TOE,38.34916667,-121.6447222,Van Dorn sampler,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,178,10160.05,Good,None
2022-06-07T00:00:00Z,22:10:46,FT14,38.0408333,-121.6119444,Submersible centrifugal pump,1 meter,NA,Monoraphidium minutum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Monoraphidium,minutum,BSA,107,2687.89,Degraded,None
2022-03-29T00:00:00Z,22:10:00,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,278,122517.43,Good,None
2016-05-25T00:00:00Z,16:09:50,SNAG,38.07045,-121.96771939999999,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,73,23960.88,Good,None
2022-07-20T00:00:00Z,22:11:50,SJRBC,37.97527778,-121.3769444,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,214,115187.33,Degraded,None
2020-11-12T00:00:00Z,20:11:30,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Melosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,BSA,13,267896.63,Good,None
2022-08-09T00:00:00Z,22:10:20,FTMI15,37.9861111,-121.52,Submersible centrifugal pump,1 meter,NA,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,BSA,143,18927.23,Degraded,None
2020-11-19T00:00:00Z,20:12:15,DWS62,38.34166667,-121.6438889,Submersible centrifugal pump,1 meter,NA,Ulnaria ulna,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Ulnaria,ulna,BSA,71,409903.37,Good,None
2021-12-16T00:00:00Z,21:10:15,TOL,38.07780833,-121.7672861,Submersible centrifugal pump,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,698,50287.33,Good,None
2022-08-09T00:00:00Z,22:11:45,CCH41,38.19395556,-121.6580028,Van Dorn sampler,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,12762,3421.39,Degraded,None
2022-06-28T00:00:00Z,22:11:45,TOE,38.34916667,-121.6447222,Submersible centrifugal pump,1 meter,NA,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,BSA,143,18815.24,Degraded,None
2022-08-09T00:00:00Z,22:13:34,FT04,38.0472222,-121.6172222,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,12663,3394.63,Degraded,None
2021-07-29T00:00:00Z,21:08:30,RRI,37.963,-121.365,Van Dorn sampler,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,86,32254.69,Good,None
2020-06-29T00:00:00Z,20:09:30,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,214,116419.28,Good,None
2022-07-27T00:00:00Z,22:13:50,FTMI11,37.99555556,-121.5177778,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,11856,3178.37,Degraded,None
2022-08-09T00:00:00Z,22:13:24,FT05,38.04416667,-121.6288889,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1840,7705.29,Degraded,None
2020-06-11T00:00:00Z,20:10:50,OBI,37.96992306,-121.572174,Submersible centrifugal pump,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,43,6160.2,Good,None
2017-04-11T00:00:00Z,17:12:15,LCT,38.32885,-121.6675306,Van Dorn sampler,1 meter,NA,Synedra sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Synedra,sp.,BSA,5,2713.44,Good,None
2021-10-05T00:00:00Z,21:12:21,LPS,38.09638889,-121.4961111,Submersible centrifugal pump,1 meter,NA,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,BSA,7,10124.42,Good,None
2016-05-06T00:00:00Z,16:13:00,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Amphora sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Amphora,sp.,BSA,24,7264.33,Good,None
2019-07-19T00:00:00Z,19:08:15,MAL,38.19489444,-122.0328139,Van Dorn sampler,1 meter,NA,Aulacoseira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,sp.,BSA,24,10751.56,Good,None
2022-06-21T00:00:00Z,22:09:41,FTMI24,37.97388889,-121.5283333,Submersible centrifugal pump,1 meter,NA,Cocconeis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,BSA,92,34558.6,Degraded,None
2022-07-05T00:00:00Z,22:10:10,C10A,37.679167,-121.264444,Van Dorn sampler,1 meter,NA,Staurosira sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Staurosira,sp.,BSA,285,13103.47,Degraded,None
2022-08-09T00:00:00Z,22:12:11,FT21,38.0375,-121.5891667,Submersible centrifugal pump,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,86,7453.3,Degraded,None
2022-06-02T00:00:00Z,22:09:30,MDM,37.9427017,-121.5341175,Van Dorn sampler,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,107,9625.31,Degraded,None
2022-08-23T00:00:00Z,22:09:45,TWI,38.09661389,-121.6512444,Van Dorn sampler,1 meter,NA,Navicula sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,BSA,158,92582.91,Degraded,None
2021-05-18T00:00:00Z,21:10:15,DWS62,38.34166667,-121.6438889,Submersible centrifugal pump,1 meter,NA,Fragilariopsis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilariopsis,sp.,BSA,22,3491.44,Good,None
2021-06-24T00:00:00Z,21:10:15,TOL,38.07780833,-121.7672861,Submersible centrifugal pump,1 meter,Rhopalodia gibba,Epithemia gibba,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Epithemia,gibba,BSA,7,10069.35,Good,None
2021-10-07T00:00:00Z,21:13:56,HOOD,38.36796663,-121.5213432,Submersible centrifugal pump,1 meter,NA,Diatoma vulgaris,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Diatoma,vulgaris,BSA,11,24392.61,Good,None
2021-03-10T00:00:00Z,21:14:30,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Navicula sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,BSA,53,55437.75,Good,None
2022-03-29T00:00:00Z,22:12:45,FPT,38.45601954,-121.5013437,Submersible centrifugal pump,1 meter,NA,Staurosira sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Staurosira,sp.,BSA,178,14699.4,Good,None
2021-11-16T00:00:00Z,21:10:30,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,cf. Oscillatoria sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Oscillatoria,sp.,BSA,1192,160517.49,Good,None
2017-04-11T00:00:00Z,17:12:15,LCT,38.32885,-121.6675306,Van Dorn sampler,1 meter,NA,Amphiprora sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Amphiprora,sp.,BSA,6,7568.38,Good,None
2022-05-17T00:00:00Z,22:10:07,SJRBC,37.97527778,-121.3769444,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,134,58902.61,Degraded,None
2020-05-19T00:00:00Z,20:10:15,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Rhoicosphenia abbreviata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Rhoicosphenia,abbreviata,BSA,7,1879.46,Good,None
2021-10-14T00:00:00Z,21:09:40,RL WEST BOTTOM,37.8303,-122.53355,Van Dorn sampler,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,178,11666.19,Good,None
2019-09-12T00:00:00Z,19:10:40,SMS,38.14196111,-121.5036889,Submersible centrifugal pump,1 meter,NA,Peridinium sp.,Protozoa,Dinozoa,Dinophyceae,Dinoflagellates,Peridinium,sp.,BSA,9,38813.15,TallyNotMet,None
2022-04-28T00:00:00Z,22:10:00,GRZ,38.10853056,-122.0559806,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,713,383957.75,Degraded,None
2022-11-03T00:00:00Z,22:12:45,TOE,38.34916667,-121.6447222,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,10328,2768.78,Degraded,None
2016-05-20T00:00:00Z,16:11:40,CCH,38.21277778,-121.6691667,Submersible centrifugal pump,1 meter,NA,Aulacoseira granulata,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,granulata,BSA,497,581724.4,Good,None
2021-12-09T00:00:00Z,21:10:30,CCH41,38.19395556,-121.6580028,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,92,2939.88,Good,None
2020-06-29T00:00:00Z,20:09:30,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Cyclotella sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,BSA,7,3422.98,Good,None
2020-05-19T00:00:00Z,20:10:15,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Dolichospermum sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Dolichospermum,sp.,BSA,8,351.86,Good,None
2018-05-15T00:00:00Z,18:11:45,GAM,38.13028056,-121.5797,Submersible centrifugal pump,1 meter,NA,Aulacoseira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,sp.,BSA,3,299.6,Good,None
2022-04-18T00:00:00Z,22:11:47,UGZ,38.132238890000004,-122.0116806,Submersible centrifugal pump,1 meter,NA,Cyclotella sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,BSA,1069,303437.69,Degraded,None
2020-10-15T00:00:00Z,20:10:15,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,7,475.41,Good,None
2022-05-17T00:00:00Z,22:10:27,SJRST,37.94686848,-121.3402249,Submersible centrifugal pump,1 meter,NA,Amphora sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Amphora,sp.,BSA,27,1711.32,Degraded,None
2022-07-08T00:00:00Z,22:13:28,SUI,38.07336667,-121.9325,Submersible centrifugal pump,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,36,2333.24,Degraded,None
2020-06-09T00:00:00Z,20:13:03,DEC,38.09325203,-121.7371772,Submersible centrifugal pump,1 meter,NA,Staurosira sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Staurosira,sp.,BSA,78,5864.49,Good,None
2021-06-24T00:00:00Z,21:13:00,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,1326,112488.24,Good,None
2022-06-07T00:00:00Z,22:12:55,FTMI24,37.97388889,-121.5283333,Submersible centrifugal pump,1 meter,NA,Navicula sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,BSA,36,64397.39,Degraded,None
2021-08-03T00:00:00Z,21:12:30,DWS62,38.34166667,-121.6438889,Submersible centrifugal pump,1 meter,NA,Gyrosigma sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,sp.,BSA,7,49974.95,Good,None
2022-08-08T00:00:00Z,22:14:00,LPS,38.09638889,-121.4961111,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,615,36223.53,Degraded,None
2022-05-18T00:00:00Z,22:14:07,ORI,37.91436901,-121.5655064,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,306,134634.54,Degraded,None
2019-10-23T00:00:00Z,19:14:15,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,3517,14733.62,Degraded,None
2022-02-03T00:00:00Z,22:11:45,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,214,13999.43,Good,None
2021-05-11T00:00:00Z,21:15:30,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Achnanthidium minutissimum,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Achnanthidium,minutissimum,BSA,27,1732.43,Good,None
2022-11-15T00:00:00Z,22:10:00,SFEI22,37.765,-122.3583306,Phytoplankton net,1 meter,NA,Prorocentrum micans,Protozoa,Dinozoa,Dinophyceae,Dinoflagellates,Prorocentrum,micans,BSA,367,1437637.66,Degraded,None
2016-06-28T00:00:00Z,16:13:20,SNAG,38.07045,-121.96771939999999,Submersible centrifugal pump,1 meter,NA,Stephanodiscus sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Stephanodiscus,sp.,BSA,6,3815.61,Good,None
2019-10-01T00:00:00Z,19:11:15,JPT,38.05214242,-121.6888428,Van Dorn sampler,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,22,2858.22,Good,None
2017-03-15T00:00:00Z,17:11:00,LCT,38.32885,-121.6675306,Submersible centrifugal pump,1 meter,NA,Epithemia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Epithemia,sp.,BSA,0,138.8,Good,None
2022-11-03T00:00:00Z,22:10:08,P6S1,38.0458611,-121.6200833,Submersible centrifugal pump,1 meter,NA,Achnanthidium sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,BSA,36,1679.93,Degraded,None
2017-06-20T00:00:00Z,17:07:45,DEC,38.09325203,-121.7371772,Van Dorn sampler,1 meter,NA,Achnanthidium sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,BSA,16,444.31,Good,None
2021-03-02T00:00:00Z,21:11:15,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,89,41158.33,Good,None
2022-07-14T00:00:00Z,22:13:30,P2S2,38.04703056,-121.5992,Submersible centrifugal pump,1 meter,NA,Cyclotella sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,BSA,61,12287.5,Degraded,None
2020-06-10T00:00:00Z,20:16:58,NMR,38.14366944,-121.5595389,Submersible centrifugal pump,1 meter,NA,Melosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,BSA,78,388400.24,Good,None
2020-01-22T00:00:00Z,20:11:30,DEC,38.09325203,-121.7371772,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,190,24390.12,Good,None
2018-07-24T00:00:00Z,18:14:15,MRB,37.89159208,-121.4899492,Submersible centrifugal pump,1 meter,NA,Aulacoseira granulata,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,granulata,BSA,23,23876.11,Good,None
2021-05-25T00:00:00Z,21:14:30,TOE,38.34916667,-121.6447222,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,960,81459.55,Good,None
2022-06-21T00:00:00Z,22:10:22,FTMI14,37.97416667,-121.5205556,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,321,13439.45,Degraded,None
2019-07-19T00:00:00Z,19:08:15,MAL,38.19489444,-122.0328139,Van Dorn sampler,1 meter,NA,Actinocyclus sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Actinocyclus,sp.,BSA,11,81099.01,Good,None
2022-09-09T00:00:00Z,22:07:30,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,BSA,36,54205.8,Degraded,None
2021-06-24T00:00:00Z,21:13:00,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Drepanochloris,nannoselene,BSA,171,470.38,Good,None
2020-12-29T00:00:00Z,20:11:45,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,107,70557.14,Good,None
2022-04-18T00:00:00Z,22:14:00,SPB3,38.0440972,-122.3549417,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,5133,302387.73,Degraded,None
2021-08-26T00:00:00Z,21:09:26,RYG,38.08905,-122.0255,Submersible centrifugal pump,1 meter,NA,Paralia sulcata,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Paralia,sulcata,BSA,29,13806.03,Good,None
2020-06-11T00:00:00Z,20:10:16,ORF,38.05,-121.58,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,153,8999.63,Good,None
2020-10-19T00:00:00Z,20:12:15,HOOD,38.36796663,-121.5213432,Submersible centrifugal pump,1 meter,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Drepanochloris,nannoselene,BSA,17,47.04,TallyNotMet,None
2019-09-11T00:00:00Z,19:14:35,TIB,38.15878056,-121.5862889,Submersible centrifugal pump,1 meter,NA,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,BSA,9,4013.92,TallyNotMet,None
2022-09-26T00:00:00Z,22:10:15,C10A,37.679167,-121.264444,Van Dorn sampler,1 meter,NA,Staurosira sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Staurosira,sp.,BSA,1326,46870.1,Degraded,None
2018-10-19T00:00:00Z,18:14:02,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Navicula sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,BSA,16,3379.9,Good,None
2018-05-15T00:00:00Z,18:12:25,ORF,38.05,-121.58,Submersible centrifugal pump,1 meter,NA,Cocconeis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,BSA,106,42420.71,Good,None
2018-10-18T00:00:00Z,18:08:50,NMR,38.14366944,-121.5595389,Submersible centrifugal pump,1 meter,NA,Achnanthidium sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,BSA,70,1465.59,Good,None
2022-11-03T00:00:00Z,22:10:08,P6S1,38.0458611,-121.6200833,Submersible centrifugal pump,1 meter,NA,Aulacoseira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,sp.,BSA,33,147513.43,Degraded,None
2022-09-09T00:00:00Z,22:07:30,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,392,23099.06,Degraded,None
2020-10-27T00:00:00Z,20:09:15,LPS,38.09638889,-121.4961111,Submersible centrifugal pump,1 meter,NA,Staurosira sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Staurosira,sp.,BSA,26,2280.63,Good,None
2022-07-27T00:00:00Z,22:12:41,FT22,38.0372222,-121.5941667,Submersible centrifugal pump,1 meter,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Microcystis,sp.,BSA,891,29865.45,Degraded,None
2021-08-17T00:00:00Z,21:09:45,CCH41,38.19395556,-121.6580028,Submersible centrifugal pump,1 meter,NA,Craticula sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Craticula,sp.,BSA,36,23519.05,Good,None
2022-06-07T00:00:00Z,22:11:27,FT23,38.03305556,-121.6008333,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,581,34198.61,Degraded,None
2018-10-19T00:00:00Z,18:09:47,ORCC,37.82437145,-121.5524492,Submersible centrifugal pump,1 meter,NA,Pediastrum sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Pediastrum,sp.,BSA,3,233.6,Good,None
2020-06-16T00:00:00Z,20:14:00,CCH41,38.19395556,-121.6580028,Submersible centrifugal pump,1 meter,NA,Melosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,BSA,14,87390.05,Good,None
2020-12-29T00:00:00Z,20:11:00,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,66,10267,Good,None
2018-10-19T00:00:00Z,18:12:15,GAM,38.13028056,-121.5797,Submersible centrifugal pump,1 meter,NA,Leptolyngbya sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Leptolyngbya,sp.,BSA,16,78.57,Good,None
2019-09-11T00:00:00Z,19:13:04,NMR,38.14366944,-121.5595389,Submersible centrifugal pump,1 meter,NA,Achnanthidium sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,BSA,9,2624.89,Good,None
2021-04-13T00:00:00Z,21:10:15,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,31,2399.9,Good,None
2022-08-09T00:00:00Z,22:12:05,FT22,38.0372222,-121.5941667,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,9839,2637.72,Degraded,None
2021-10-04T00:00:00Z,21:11:22,SSB,38.30791944,-121.6928306,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1604,6719.73,Good,None
2022-10-27T00:00:00Z,22:09:01,SPBW,38.01828889,-122.3282583,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,5205,306587.56,Degraded,None
2020-12-03T00:00:00Z,20:11:30,DEC,38.09325203,-121.7371772,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,9079,2433.84,Good,None
2019-09-12T00:00:00Z,19:08:45,NFM,38.22333333,-121.5072222,Submersible centrifugal pump,1 meter,NA,Pseudostaurosira brevistriata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Pseudostaurosira,brevistriata,BSA,103,5805.84,TallyNotMet,None
2020-09-24T00:00:00Z,20:10:30,LPS,38.09638889,-121.4961111,Submersible centrifugal pump,1 meter,NA,Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,61,34846.59,Good,None
2021-06-16T00:00:00Z,21:10:22,ROW,38.09345,-122.0271,Peristaltic pump,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,15,950.83,Good,None
2022-05-17T00:00:00Z,22:09:46,TRN,37.9925,-121.4538889,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,71,5599.77,Degraded,None
2022-10-17T00:00:00Z,22:13:44,SYC,38.142,-121.47,Submersible centrifugal pump,1 meter,NA,Pseudokephyrion pseudospirale,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Pseudokephyrion,pseudospirale,BSA,80,2519.9,Degraded,None
2018-05-17T00:00:00Z,18:12:11,MLD,38.04269787,-121.9202374,Submersible centrifugal pump,1 meter,NA,Encyonema sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Encyonema,sp.,BSA,9,2917.97,Good,None
